DateKey,Date,EnglishDayNameOfWeek,WeekNr,Month,MonthShorth,MonthNr,Quarter,YEAR
20210622,22/6/2021,Tuesday,26,June,Jun,6,2,2021
20210623,23/6/2021,Wednesday,26,June,Jun,6,2,2021
20210624,24/6/2021,Thursday,26,June,Jun,6,2,2021
20210625,25/6/2021,Friday,26,June,Jun,6,2,2021
20210626,26/6/2021,Saturday,26,June,Jun,6,2,2021
20210627,27/6/2021,Sunday,27,June,Jun,6,2,2021
20210628,28/6/2021,Monday,27,June,Jun,6,2,2021
20210629,29/6/2021,Tuesday,27,June,Jun,6,2,2021
20210630,30/6/2021,Wednesday,27,June,Jun,6,2,2021
20210701,1/7/2021,Thursday,27,July,Jul,7,3,2021
20210702,2/7/2021,Friday,27,July,Jul,7,3,2021
20210703,3/7/2021,Saturday,27,July,Jul,7,3,2021
20210704,4/7/2021,Sunday,28,July,Jul,7,3,2021
20210705,5/7/2021,Monday,28,July,Jul,7,3,2021
20210706,6/7/2021,Tuesday,28,July,Jul,7,3,2021
20210707,7/7/2021,Wednesday,28,July,Jul,7,3,2021
20210708,8/7/2021,Thursday,28,July,Jul,7,3,2021
20210709,9/7/2021,Friday,28,July,Jul,7,3,2021
20210710,10/7/2021,Saturday,28,July,Jul,7,3,2021
20210711,11/7/2021,Sunday,29,July,Jul,7,3,2021
20210712,12/7/2021,Monday,29,July,Jul,7,3,2021
20210713,13/7/2021,Tuesday,29,July,Jul,7,3,2021
20210714,14/7/2021,Wednesday,29,July,Jul,7,3,2021
20210715,15/7/2021,Thursday,29,July,Jul,7,3,2021
20210716,16/7/2021,Friday,29,July,Jul,7,3,2021
20210717,17/7/2021,Saturday,29,July,Jul,7,3,2021
20210718,18/7/2021,Sunday,30,July,Jul,7,3,2021
20210719,19/7/2021,Monday,30,July,Jul,7,3,2021
20210720,20/7/2021,Tuesday,30,July,Jul,7,3,2021
20210721,21/7/2021,Wednesday,30,July,Jul,7,3,2021
20210722,22/7/2021,Thursday,30,July,Jul,7,3,2021
20210723,23/7/2021,Friday,30,July,Jul,7,3,2021
20210724,24/7/2021,Saturday,30,July,Jul,7,3,2021
20210725,25/7/2021,Sunday,31,July,Jul,7,3,2021
20210726,26/7/2021,Monday,31,July,Jul,7,3,2021
20210727,27/7/2021,Tuesday,31,July,Jul,7,3,2021
20210728,28/7/2021,Wednesday,31,July,Jul,7,3,2021
20210729,29/7/2021,Thursday,31,July,Jul,7,3,2021
20210730,30/7/2021,Friday,31,July,Jul,7,3,2021
20210731,31/7/2021,Saturday,31,July,Jul,7,3,2021
20210801,1/8/2021,Sunday,32,August,Aug,8,3,2021
20210802,2/8/2021,Monday,32,August,Aug,8,3,2021
20210803,3/8/2021,Tuesday,32,August,Aug,8,3,2021
20210804,4/8/2021,Wednesday,32,August,Aug,8,3,2021
20210805,5/8/2021,Thursday,32,August,Aug,8,3,2021
20210806,6/8/2021,Friday,32,August,Aug,8,3,2021
20210807,7/8/2021,Saturday,32,August,Aug,8,3,2021
20210808,8/8/2021,Sunday,33,August,Aug,8,3,2021
20210809,9/8/2021,Monday,33,August,Aug,8,3,2021
20210810,10/8/2021,Tuesday,33,August,Aug,8,3,2021
20210811,11/8/2021,Wednesday,33,August,Aug,8,3,2021
20210812,12/8/2021,Thursday,33,August,Aug,8,3,2021
20210813,13/8/2021,Friday,33,August,Aug,8,3,2021
20210814,14/8/2021,Saturday,33,August,Aug,8,3,2021
20210815,15/8/2021,Sunday,34,August,Aug,8,3,2021
20210816,16/8/2021,Monday,34,August,Aug,8,3,2021
20210817,17/8/2021,Tuesday,34,August,Aug,8,3,2021
20210818,18/8/2021,Wednesday,34,August,Aug,8,3,2021
20210819,19/8/2021,Thursday,34,August,Aug,8,3,2021
20210820,20/8/2021,Friday,34,August,Aug,8,3,2021
20210821,21/8/2021,Saturday,34,August,Aug,8,3,2021
20210822,22/8/2021,Sunday,35,August,Aug,8,3,2021
20210823,23/8/2021,Monday,35,August,Aug,8,3,2021
20210824,24/8/2021,Tuesday,35,August,Aug,8,3,2021
20210825,25/8/2021,Wednesday,35,August,Aug,8,3,2021
20210826,26/8/2021,Thursday,35,August,Aug,8,3,2021
20210827,27/8/2021,Friday,35,August,Aug,8,3,2021
20210828,28/8/2021,Saturday,35,August,Aug,8,3,2021
20210829,29/8/2021,Sunday,36,August,Aug,8,3,2021
20210830,30/8/2021,Monday,36,August,Aug,8,3,2021
20210831,31/8/2021,Tuesday,36,August,Aug,8,3,2021
20210901,1/9/2021,Wednesday,36,September,Sep,9,3,2021
20210902,2/9/2021,Thursday,36,September,Sep,9,3,2021
20210903,3/9/2021,Friday,36,September,Sep,9,3,2021
20210904,4/9/2021,Saturday,36,September,Sep,9,3,2021
20210905,5/9/2021,Sunday,37,September,Sep,9,3,2021
20210906,6/9/2021,Monday,37,September,Sep,9,3,2021
20210907,7/9/2021,Tuesday,37,September,Sep,9,3,2021
20210908,8/9/2021,Wednesday,37,September,Sep,9,3,2021
20210909,9/9/2021,Thursday,37,September,Sep,9,3,2021
20210910,10/9/2021,Friday,37,September,Sep,9,3,2021
20210911,11/9/2021,Saturday,37,September,Sep,9,3,2021
20210912,12/9/2021,Sunday,38,September,Sep,9,3,2021
20210913,13/9/2021,Monday,38,September,Sep,9,3,2021
20210914,14/9/2021,Tuesday,38,September,Sep,9,3,2021
20210915,15/9/2021,Wednesday,38,September,Sep,9,3,2021
20210916,16/9/2021,Thursday,38,September,Sep,9,3,2021
20210917,17/9/2021,Friday,38,September,Sep,9,3,2021
20210918,18/9/2021,Saturday,38,September,Sep,9,3,2021
20210919,19/9/2021,Sunday,39,September,Sep,9,3,2021
20210920,20/9/2021,Monday,39,September,Sep,9,3,2021
20210921,21/9/2021,Tuesday,39,September,Sep,9,3,2021
20210922,22/9/2021,Wednesday,39,September,Sep,9,3,2021
20210923,23/9/2021,Thursday,39,September,Sep,9,3,2021
20210924,24/9/2021,Friday,39,September,Sep,9,3,2021
20210925,25/9/2021,Saturday,39,September,Sep,9,3,2021
20210926,26/9/2021,Sunday,40,September,Sep,9,3,2021
20210927,27/9/2021,Monday,40,September,Sep,9,3,2021
20210928,28/9/2021,Tuesday,40,September,Sep,9,3,2021
20210929,29/9/2021,Wednesday,40,September,Sep,9,3,2021
20210930,30/9/2021,Thursday,40,September,Sep,9,3,2021
20211001,1/10/2021,Friday,40,October,Oct,10,4,2021
20211002,2/10/2021,Saturday,40,October,Oct,10,4,2021
20211003,3/10/2021,Sunday,41,October,Oct,10,4,2021
20211004,4/10/2021,Monday,41,October,Oct,10,4,2021
20211005,5/10/2021,Tuesday,41,October,Oct,10,4,2021
20211006,6/10/2021,Wednesday,41,October,Oct,10,4,2021
20211007,7/10/2021,Thursday,41,October,Oct,10,4,2021
20211008,8/10/2021,Friday,41,October,Oct,10,4,2021
20211009,9/10/2021,Saturday,41,October,Oct,10,4,2021
20211010,10/10/2021,Sunday,42,October,Oct,10,4,2021
20211011,11/10/2021,Monday,42,October,Oct,10,4,2021
20211012,12/10/2021,Tuesday,42,October,Oct,10,4,2021
20211013,13/10/2021,Wednesday,42,October,Oct,10,4,2021
20211014,14/10/2021,Thursday,42,October,Oct,10,4,2021
20211015,15/10/2021,Friday,42,October,Oct,10,4,2021
20211016,16/10/2021,Saturday,42,October,Oct,10,4,2021
20211017,17/10/2021,Sunday,43,October,Oct,10,4,2021
20211018,18/10/2021,Monday,43,October,Oct,10,4,2021
20211019,19/10/2021,Tuesday,43,October,Oct,10,4,2021
20211020,20/10/2021,Wednesday,43,October,Oct,10,4,2021
20211021,21/10/2021,Thursday,43,October,Oct,10,4,2021
20211022,22/10/2021,Friday,43,October,Oct,10,4,2021
20211023,23/10/2021,Saturday,43,October,Oct,10,4,2021
20211024,24/10/2021,Sunday,44,October,Oct,10,4,2021
20211025,25/10/2021,Monday,44,October,Oct,10,4,2021
20211026,26/10/2021,Tuesday,44,October,Oct,10,4,2021
20211027,27/10/2021,Wednesday,44,October,Oct,10,4,2021
20211028,28/10/2021,Thursday,44,October,Oct,10,4,2021
20211029,29/10/2021,Friday,44,October,Oct,10,4,2021
20211030,30/10/2021,Saturday,44,October,Oct,10,4,2021
20211031,31/10/2021,Sunday,45,October,Oct,10,4,2021
20211101,1/11/2021,Monday,45,November,Nov,11,4,2021
20211102,2/11/2021,Tuesday,45,November,Nov,11,4,2021
20211103,3/11/2021,Wednesday,45,November,Nov,11,4,2021
20211104,4/11/2021,Thursday,45,November,Nov,11,4,2021
20211105,5/11/2021,Friday,45,November,Nov,11,4,2021
20211106,6/11/2021,Saturday,45,November,Nov,11,4,2021
20211107,7/11/2021,Sunday,46,November,Nov,11,4,2021
20211108,8/11/2021,Monday,46,November,Nov,11,4,2021
20211109,9/11/2021,Tuesday,46,November,Nov,11,4,2021
20211110,10/11/2021,Wednesday,46,November,Nov,11,4,2021
20211111,11/11/2021,Thursday,46,November,Nov,11,4,2021
20211112,12/11/2021,Friday,46,November,Nov,11,4,2021
20211113,13/11/2021,Saturday,46,November,Nov,11,4,2021
20211114,14/11/2021,Sunday,47,November,Nov,11,4,2021
20211115,15/11/2021,Monday,47,November,Nov,11,4,2021
20211116,16/11/2021,Tuesday,47,November,Nov,11,4,2021
20211117,17/11/2021,Wednesday,47,November,Nov,11,4,2021
20211118,18/11/2021,Thursday,47,November,Nov,11,4,2021
20211119,19/11/2021,Friday,47,November,Nov,11,4,2021
20211120,20/11/2021,Saturday,47,November,Nov,11,4,2021
20211121,21/11/2021,Sunday,48,November,Nov,11,4,2021
20211122,22/11/2021,Monday,48,November,Nov,11,4,2021
20211123,23/11/2021,Tuesday,48,November,Nov,11,4,2021
20211124,24/11/2021,Wednesday,48,November,Nov,11,4,2021
20211125,25/11/2021,Thursday,48,November,Nov,11,4,2021
20211126,26/11/2021,Friday,48,November,Nov,11,4,2021
20211127,27/11/2021,Saturday,48,November,Nov,11,4,2021
20211128,28/11/2021,Sunday,49,November,Nov,11,4,2021
20211129,29/11/2021,Monday,49,November,Nov,11,4,2021
20211130,30/11/2021,Tuesday,49,November,Nov,11,4,2021
20211201,1/12/2021,Wednesday,49,December,Dec,12,4,2021
20211202,2/12/2021,Thursday,49,December,Dec,12,4,2021
20211203,3/12/2021,Friday,49,December,Dec,12,4,2021
20211204,4/12/2021,Saturday,49,December,Dec,12,4,2021
20211205,5/12/2021,Sunday,50,December,Dec,12,4,2021
20211206,6/12/2021,Monday,50,December,Dec,12,4,2021
20211207,7/12/2021,Tuesday,50,December,Dec,12,4,2021
20211208,8/12/2021,Wednesday,50,December,Dec,12,4,2021
20211209,9/12/2021,Thursday,50,December,Dec,12,4,2021
20211210,10/12/2021,Friday,50,December,Dec,12,4,2021
20211211,11/12/2021,Saturday,50,December,Dec,12,4,2021
20211212,12/12/2021,Sunday,51,December,Dec,12,4,2021
20211213,13/12/2021,Monday,51,December,Dec,12,4,2021
20211214,14/12/2021,Tuesday,51,December,Dec,12,4,2021
20211215,15/12/2021,Wednesday,51,December,Dec,12,4,2021
20211216,16/12/2021,Thursday,51,December,Dec,12,4,2021
20211217,17/12/2021,Friday,51,December,Dec,12,4,2021
20211218,18/12/2021,Saturday,51,December,Dec,12,4,2021
20211219,19/12/2021,Sunday,52,December,Dec,12,4,2021
20211220,20/12/2021,Monday,52,December,Dec,12,4,2021
20211221,21/12/2021,Tuesday,52,December,Dec,12,4,2021
20211222,22/12/2021,Wednesday,52,December,Dec,12,4,2021
20211223,23/12/2021,Thursday,52,December,Dec,12,4,2021
20211224,24/12/2021,Friday,52,December,Dec,12,4,2021
20211225,25/12/2021,Saturday,52,December,Dec,12,4,2021
20211226,26/12/2021,Sunday,53,December,Dec,12,4,2021
20211227,27/12/2021,Monday,53,December,Dec,12,4,2021
20211228,28/12/2021,Tuesday,53,December,Dec,12,4,2021
20211229,29/12/2021,Wednesday,53,December,Dec,12,4,2021
20211230,30/12/2021,Thursday,53,December,Dec,12,4,2021
20211231,31/12/2021,Friday,53,December,Dec,12,4,2021
